ï»¿"","Conta Contábil","Data","Fornecedor","Valor","Histórico"
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$21.782,34","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","383.151.495-04 - AURICELE MARIA DE SOUZA SANTOS GUERREIRO","R$365,12","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DA SECRETARIA DE DESENVOLVIMENTO SOCIAL DESTE  MUNICIPIO, REF. MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","474.017.375-15 - VANUSA SANTOS DE JESUS","R$638,15","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DA SECRETARIA DE EDUCAÇÃO DESTE  MUNICIPIO, REF. FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$77,14","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$22,55","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - CRAS VOLANTE, REF. MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$14,68","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - CRAS, REF. MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$519,53","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - GESTÃO, REF. MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$22,55","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DE MÉDIA COMPLEXIDADE - CASA LAR, REF. MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$152,80","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DE MÉDIA COMPLEXIDADE - CREAS, REF. MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$589,84","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES  DO FUNCIONAMENTO DA REDE DE EDUCAÇÃO BÁSICA - ENSINO DE JOVENS, ADULTOS E IDOSOS - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$61,95","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$20.181,59","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$424,67","LIQUIDADO PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - PRÉ ESCOLAR JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REFERENTE MÊS FEVEREIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$1.070,69","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$1.877,81","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$209,00","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS FEVEREIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$287,38","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - BOLSA FAMILIA, REF. MÊS FEVEREIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$200,00","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES  DO FUNCIONAMENTO DA REDE DE EDUCAÇÃO BÁSICA - ENSINO DE JOVENS, ADULTOS E IDOSOS - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$313,50","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$656,47","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Plano de Saúde União Médica (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$429,97","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","Plano de Saúde União Médica (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$265,19","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - CRECHE JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REF. FEVEREIRO  DE 2020."
"","Plano de Saúde União Médica (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$12.333,60","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Plano de Saúde União Médica (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$482,61","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES  DO FUNCIONAMENTO DA REDE DE EDUCAÇÃO BÁSICA - ENSINO DE JOVENS, ADULTOS E IDOSOS - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Plano de Saúde União Médica (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$1.796,52","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Sicoob - Empréstimos Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$1.219,57","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Sicoob - Empréstimos Consignados (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$1.702,75","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$7.265,33","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 40%, REF. FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$4.765,09","LIQUIDADE PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - CRECHE JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REF. FEVEREIRO  DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$28.256,13","LIQUIDADE PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$519,40","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NA MANUTENÇÃO DO SECRETARIA MUNICIPAL DESENVOLVIMENTO SOCIAL, REF. MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$135,75","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS NAS ATIVIDADES DO CONSELHO TUTELAR, REF. MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$108,85","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - CRAS VOLANTE, REF. MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$534,01","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - GESTÃO, REF. MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","17.993.326/0001-60 - FUNDO ASSISTENCIA SOCIAL DE TUCANO","R$44,65","LIQUIDADO PARA PAGAMENTO A DESPESA COM VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAL LOTADOS SERVIÇO DA PROTEÇÃO SOCIAL BÁSICA - PAIF, REF. MÊS FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$771,08","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES  DO FUNCIONAMENTO DA REDE DE EDUCAÇÃO BÁSICA - ENSINO DE JOVENS, ADULTOS E IDOSOS - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$12.690,17","LIQUIDADO PARA PAGAMENTO A DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS JUNTO AS AÇÕES DA MANUTENÇÃO DO DEPARTAMENTO ENSINO FUNDAMENTAL - FUNDEB 60%, REF. FEVEREIRO DE 2020."
"","Sindicato Sindismut (f)","28/02/2020","30.062.339/0001-83 - SECRETARIA MUNICIPAL DE EDUCACAO","R$1.302,97","LIQUIDADO PARA PAGAMENTO AS DESPESAS COM VENCIMENTOS DOS SERVIDORES PÚBLICO MUNICIPAL LOTADOS NAS AÇÕES DA EDUCAÇÃO BÁSICA  - PRÉ ESCOLAR JUNTO A SECRETARIA MUNICIPAL DE EDUCAÇÃO, REFERENTE MÊS FEVEREIRO DE 2020."
"","ISS a Recolher","21/02/2020","035.441.344-97 - JAYSE ANTONIO DA SILVA FERREIRA","R$200,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS PARA REALIZAÇÃO DE PALESTRA A SER PROFERIDA NA JORNADA PEDAGÓGICA 2020 NO DIA 05 DE FEVEREIRO DE 2020, PARA A SECRETARIA MUNICIPAL DE EDUCAÇÃO, CONFORME INEXIGIBILIDADE Nº 002/2020 E CONTRATO Nº 033/2020."
"","ISS a Recolher","21/02/2020","044.697.085-93 - OSVALDO ALVES DE JESUS JUNIOR","R$75,00","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS PARA REALIZAÇÃO DE PALESTRA A SER PROFERIDA NA JORNADA PEDAGÓGICA 2020 NO DIA 05 DE FEVEREIRO DE 2020, PARA A SECRETARIA MUNICIPAL DE EDUCAÇÃO, CONFORME INEXIGIBILIDADE Nº 003/2020 E CONTRATO Nº 034/2020."
"","ISS a Recolher","21/02/2020","41.968.330/0001-52 - CLIAPP CENTRO DE ATENDIMENTO PSICOLOGICO E SOCIO EDUCACIONAL INTEGRADO LTDA","R$213,00","PARA FAZER FACE A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA REALIZAÇÃO DE PALESTRA E WORKSHOP NO DIA 16 DE OUTUBRO DE 2019 PARA OS SERVIDORES DA GUARDA MUNICIPAL, CONFORME INEXIGIBILIDADE Nº 031/2019 E CONTRATO Nº 171/2019. REF. A 50% E ULTIMA PARCELA."
"","INSS - Retenções s/ Remuneração de Servidores","20/02/2020","135.377.845-20 - CARLOS ALBERTO DE SANTANA FARIAS","R$550,00","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIO DE SEGURANÇA PÚBLICA E ORDEM PÚBLICA DESTE  MUNICIPIO, REF. MÊS FEVEREIRO DE 2020."
"","IRRF s/ os Rendimentos do Trabalho","20/02/2020","135.377.845-20 - CARLOS ALBERTO DE SANTANA FARIAS","R$237,15","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIO DE SEGURANÇA PÚBLICA E ORDEM PÚBLICA DESTE  MUNICIPIO, REF. MÊS FEVEREIRO DE 2020."
"","Banco Bradesco - Empréstimo Consignados (f)","20/02/2020","135.377.845-20 - CARLOS ALBERTO DE SANTANA FARIAS","R$813,86","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIO DE SEGURANÇA PÚBLICA E ORDEM PÚBLICA DESTE  MUNICIPIO, REF. MÊS FEVEREIRO DE 2020."
"","Pensão Alimentícia Judicial (f)","20/02/2020","135.377.845-20 - CARLOS ALBERTO DE SANTANA FARIAS","R$1.500,00","LIQUIDADO PARA PAGAMENTO A DESPESA COM SUBSÍDIOS DO SECRETARIO DE SEGURANÇA PÚBLICA E ORDEM PÚBLICA DESTE  MUNICIPIO, REF. MÊS FEVEREIRO DE 2020."
"","ISS a Recolher","20/02/2020","20.971.571/0001-80 - COOPASAUD - COOP TRABALHO EM ASSISTENCIA SOCIAL E SAUDE DO ESTADO DA BAHIA LTDA","R$6.492,74","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E EXERCUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS OU NÃO ESPECIALIZADOS PARA ATENDER AS NECESSIDADES DA MANUTENÇÃO DOS SERVIÇOS DA ATENÇÃO BASICA JUNTO A  SECRETARIA MUNICIPAL DE SAÚDE, CONFORME 4º ADITIVO DO PREGÃO Nº 003/2017 E CONTRATO Nº 082/2017, REF. MÊS JANEIRO DE 2020."
"","ISS a Recolher","20/02/2020","20.971.571/0001-80 - COOPASAUD - COOP TRABALHO EM ASSISTENCIA SOCIAL E SAUDE DO ESTADO DA BAHIA LTDA","R$676,60","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E EXERCUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS OU NÃO ESPECIALIZADOS PARA ATENDER AS NECESSIDADES DO CENTRO DE ATENÇÃO PSICOSSOCIAL (CAPS) JUNTO A  SECRETARIA MUNICIPAL DE SAÚDE, CONFORME 4ª ADITIVO DO PREGÃO Nº 003/2017 E CONTRATO Nº 082/2017, REF. MÊS JANEIRO DE 2020."
"","ISS a Recolher","20/02/2020","27.652.801/0001-98 - CONSTRUPREMIUM EMPREENDIMENTOS EIRELI","R$490,40","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA REFORMA E ADEQUAÇÃO DA SEDE DE ATENDIMENTO DO CADASTRO ÚNICO PARA PROGRAMAS SOCIAIS DO GOVERNO FEDERAL, VISANDO ATENDER A SECRETARIA DE DESENVOLVIMENTO SOCIAL, CONFORME CONVITE Nº 007/2019 E CONTRATO Nº 153/2019, CONFORME PLANILHA DE MEDIÇÃO Nº 6."
"","IRRF s/ Outros Rendimentos","20/02/2020","20.971.571/0001-80 - COOPASAUD - COOP TRABALHO EM ASSISTENCIA SOCIAL E SAUDE DO ESTADO DA BAHIA LTDA","R$1.947,83","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E EXERCUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS OU NÃO ESPECIALIZADOS PARA ATENDER AS NECESSIDADES DA MANUTENÇÃO DOS SERVIÇOS DA ATENÇÃO BASICA JUNTO A  SECRETARIA MUNICIPAL DE SAÚDE, CONFORME 4º ADITIVO DO PREGÃO Nº 003/2017 E CONTRATO Nº 082/2017, REF. MÊS JANEIRO DE 2020."
"","IRRF s/ Outros Rendimentos","20/02/2020","20.971.571/0001-80 - COOPASAUD - COOP TRABALHO EM ASSISTENCIA SOCIAL E SAUDE DO ESTADO DA BAHIA LTDA","R$202,98","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E EXERCUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS OU NÃO ESPECIALIZADOS PARA ATENDER AS NECESSIDADES DO CENTRO DE ATENÇÃO PSICOSSOCIAL (CAPS) JUNTO A  SECRETARIA MUNICIPAL DE SAÚDE, CONFORME 4ª ADITIVO DO PREGÃO Nº 003/2017 E CONTRATO Nº 082/2017, REF. MÊS JANEIRO DE 2020."
"","IRRF s/ Outros Rendimentos","19/02/2020","20.971.571/0001-80 - COOPASAUD - COOP TRABALHO EM ASSISTENCIA SOCIAL E SAUDE DO ESTADO DA BAHIA LTDA","R$758,67","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E EXERCUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS OU NÃO ESPECIALIZADOS PARA ATENDER AS NECESSIDADES DA MANUTENÇÃO DOS SERVIÇOS DA ATENÇÃO BASICA JUNTO A  SECRETARIA MUNICIPAL DE SAÚDE, CONFORME 1º ADITIVO DO PREGÃO Nº 003/2017 E CONTRATO Nº 082/2017, REF. MÊS DEZEMBRO DE 2019."
"","ISS a Recolher","19/02/2020","20.971.571/0001-80 - COOPASAUD - COOP TRABALHO EM ASSISTENCIA SOCIAL E SAUDE DO ESTADO DA BAHIA LTDA","R$2.528,86","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO E EXERCUÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS OU NÃO ESPECIALIZADOS PARA ATENDER AS NECESSIDADES DA MANUTENÇÃO DOS SERVIÇOS DA ATENÇÃO BASICA JUNTO A  SECRETARIA MUNICIPAL DE SAÚDE, CONFORME 1º ADITIVO DO PREGÃO Nº 003/2017 E CONTRATO Nº 082/2017, REF. MÊS DEZEMBRO DE 2019."
"","ISS a Recolher","19/02/2020","07.356.204/0001-09 - ARMO INDUSTRIAS GRAFICAS LTDA - ME","R$150,15","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA CONFECÇÃO DE MATERIAIS GRÁFICOS PARA ATENDER AS NECESSIDADES DAS UNIDADES BÁSICA DE SAÚDE, CONFORME PREGÃO Nº 002/2019 E CONTRATO Nº 034/2019."
"","ISS a Recolher","19/02/2020","07.356.204/0001-09 - ARMO INDUSTRIAS GRAFICAS LTDA - ME","R$357,27","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NA CONFECÇÃO DE MATERIAIS GRÁFICOS PARA ATENDER AS NECESSIDADES DO HOSPITAL MUNICIPAL MARIANA PENEDO, CONFORME PREGÃO Nº 002/2019 E CONTRATO Nº 034/2019."
"","ISS a Recolher","19/02/2020","15.774.051/0001-48 - VILLA RICA MULTI SERVICOS LTDA - ME","R$838,69","LÇIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA PARA LIMPEZA URBANA PARA ATENDER AS NECESSIDADES DAS SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, CONFORME 1ª ADITIVO DO PREGÃO Nº 013/2018 E CONTRATO Nº 056/2018, REF. O PERIODO DE 01/12 A 31/12/2019."
"","ISS a Recolher","17/02/2020","05.931.313/0001-87 - MONTE SANTO EMPREENDIMENTOS LTDA","R$2.557,05","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA CONSTRUÇÃO, REQUALIFICAÇÃO E URBANIZAÇÃO INCLUINDO CONSTRUÇÃO DE QUIOSQUE E IMPLANTAÇÃO DE ILUMINAÇÃO CÊNICA NA PRAÇA PÚBLICA NA AVENIDA ACM, CENTRO, CONFORME TOMADA DE PREÇO Nº 003/2019 E CONTRATO Nº 154/2019, CONFORME PLANILHA DE MEDIÇÃO Nº 2."
"","ISS a Recolher","17/02/2020","14.930.757/0001-99 - SETE CONSTRUCOES EIRELI","R$3.303,17","LIQUIDADO PARA PAGAMENTO A DESPESA NA PRESTAÇÃO DE SERVIÇOS NAS OBRAS DE IMPLANTAÇÃO E/OU RECUPERAÇÃO DE 58,30KM DE ESTRADAS VICINAIS DE ACESSO AOS ASSENTAMENTOS BEIRA RIO, GRAVATÁ, GUANABARA, UMBURANA DA SERRA, PÉ DE SERRA, MARIMBÁ, MUNDO NOVO, AMAZONAS E SANTA LUZIA, ALÉM DE POVOADOS LOCALIZADOS AO LONGO DOS TRECHOS NO MUNICÍPIO DE TUCANO –BAHIA, INCLUINDO MATERIAIS E MÃO DE OBRA, CONFORME 2º ADITIVO DA CONCORRENCIA Nº 001/2018 E CONTRATO Nº 115/2018, CONFORME BOLETIM DE MEDIÇÃO Nº 04."
